PSJudge,avgEVC,avgSD,binCount,binSize,cocoWindow,cvWindow,elle,il,ils,je,judgementMethod,keywordMethod,le,netAngle,nous,perNeg,perNegDoc,perPos,perPosDoc,pronounFrac,rfAccuracy,rfClassAccuracy,rfClassExact,rfClassMAE,rfMAE,runID,signalSourceID,svmAccuracy,svmClassAccuracy,svmClassExact,svmClassMAE,svmMAE,targetWordCount,vous
0.0337793677475,0.0106095215625,0.0155461264374,72,1,3,3,0.0196380203756,0.0740856414621,0.486419561651,0.0202068473228,both,tfidfNoPro,0.0361859602582,30,0.0758742652987,0.0619043559734,0.007359760918,0.0939668433236,0.00888722175704,0.0208152336601,0.0,0.5,0.166666666667,2.83333333333,2.52055555556,JMDCBL,QWTZPL,0.0,0.333333333333,0.0,3.66666666667,3.01860607502,15,0.0347212722517
0.030551600431,0.00812257548878,0.0153128152199,72,1,3,3,0.0314116290141,0.0734370272941,0.511463511278,0.019742028522,both,tfidfNoPro,0.0362608596779,30,0.0679208076544,0.0564019498562,0.00539321830554,0.0729027217753,0.012840598144,0.0155421581145,0.0,0.5,0.166666666667,2.66666666667,2.60944444444,D0ANOQ,QWTZPL,0.0,0.333333333333,0.0,3.66666666667,3.01797584177,15,0.0426964992242
0.0317202199259,0.0108299844527,0.0133223881611,72,1,3,3,0.0220101318575,0.0721588057028,0.509096024807,0.0214327576327,both,tfidfNoPro,0.0385067553321,30,0.0658131956265,0.0549443066481,0.00995784218984,0.0779685733231,0.013745181896,0.0177380017968,0.0,0.666666666667,0.166666666667,2.33333333333,2.56111111111,ZQCIFZ,QWTZPL,0.0,0.333333333333,0.0,3.66666666667,2.99495725525,15,0.0407558306479
0.0318734371332,0.0128670936932,0.0136329131032,72,1,3,3,0.0258783483714,0.0772142119118,0.511903542432,0.0185144432561,both,tfidfNoPro,0.0389390749707,30,0.0716658020785,0.0540508409837,0.00747842910202,0.0715934135836,0.00962546164472,0.0154132774928,0.0,0.666666666667,0.166666666667,2.33333333333,2.635,OLPO7N,QWTZPL,0.0,0.333333333333,0.0,3.66666666667,2.98844783277,15,0.0393497102429
0.0360114724998,0.0104646765892,0.0125694644288,72,1,3,3,0.0259187430898,0.0757976001611,0.485732607837,0.0165127623753,both,tfidfNoPro,0.0393361117275,30,0.0719450099773,0.0584994790352,0.0108404620084,0.0891030325304,0.00738762999352,0.0196593969121,0.0,0.666666666667,0.166666666667,2.33333333333,2.68333333333,1OBHI3,QWTZPL,0.0,0.333333333333,0.0,3.66666666667,2.98962898382,15,0.0402215508345
0.0354685131197,0.00914370716491,0.0156955176895,72,1,3,3,0.0181854742568,0.0708691826865,0.498355280099,0.0188252438543,both,tfidfNoPro,0.041653503474,30,0.068426468258,0.0550889548652,0.0129382768539,0.0797461816568,0.0139704507197,0.0166368346217,0.0,0.833333333333,0.333333333333,1.5,2.56722222222,TI8XZG,QWTZPL,0.0,0.333333333333,0.0,3.66666666667,2.9904466105,15,0.0449964106802
0.0270611745484,0.0083722761607,0.0121420634517,87,1,3,3,0.0231201515379,0.085387844974,0.445668009326,0.0200478805223,both,tfidfNoPro,0.0355121532695,30,0.0849991135989,0.0508948952386,0.0128228731827,0.111727059246,0.0211192094231,0.0100482667993,0.0,0.619047619048,0.0952380952381,2.19047619048,2.51793650794,EOZ0S7,2BRVHT,0.0,0.190476190476,0.142857142857,4.28571428571,3.05626474747,15,0.0510770287204
0.0233911965879,0.020321944301,0.0349169854098,87,1,3,3,0.028390367851,0.0634215237498,0.479022119379,0.0162849046819,both,tfidfNoPro,0.0527944359365,30,0.0724233702906,0.0513955293455,0.00861835222299,0.0895465243203,0.010775985286,0.012824373354,0.0,0.857142857143,0.333333333333,1.28571428571,2.41952380952,283IPV,Z10HBZ,0.0,0.619047619048,0.0952380952381,2.57142857143,2.81951361188,15,0.0358723872839
0.019647655333,0.00744203135018,0.011929502322,159,1,3,3,0.0179139238341,0.0936494380747,0.465782704783,0.0211261310292,pronounFrac,tfidfNoPro,0.0325725419721,30,0.0793629530446,0.0493471715288,0.0171254365804,0.105773682205,0.015378819179,0.0104931338096,0.741935483871,0.225806451613,0.129032258065,2.03225806452,0.763548387097,JGCGNR,2BRVHT,0.967741935484,0.0752688172043,0.0752688172043,2.17204301075,0.531477132835,15,0.0524548749549
0.0274069534727,0.0100555513702,0.0150495191031,159,1,3,3,0.024312534372,0.0873301322785,0.45994740578,0.0218800173331,pronounFrac,tfidfNoPro,0.0322343186323,30,0.0821554406446,0.0430511429455,0.0186175543173,0.109093741164,0.0131570807423,0.0111576897271,0.010752688172,0.58064516129,0.0645161290323,2.69892473118,2.73189964158,PYT2D3,2BRVHT,0.0,0.494623655914,0.344086021505,2.83870967742,2.92490314122,15,0.0445509181171
0.0335353025413,0.0235170250226,0.035248436848,159,1,3,3,0.0284498003255,0.0640359177745,0.485041147758,0.0156889822718,pronounFrac,tfidfNoPro,0.0468340091063,30,0.0652824625262,0.0485536577066,0.0144161854954,0.0825690544012,0.0103895763016,0.0132663430993,0.0,0.741935483871,0.258064516129,1.84946236559,2.76358422939,H9FJGD,Z10HBZ,0.0,0.752688172043,0.322580645161,1.83870967742,2.80525436045,15,0.0331720988216
0.0210519005223,0.00531218795408,0.00819414176202,450,1,3,3,0.00845649717401,0.109651352205,0.370378711141,0.0453799213589,pronounFrac,tfidfNoPro,0.0610839304648,30,0.167218028235,0.0445990396701,0.00461716165698,0.0366876339412,0.00910928220346,0.0227676407557,0.161290322581,0.559139784946,0.376344086022,1.84946236559,2.5388172043,WJOTY1,7B7C2E,0.0,0.0322580645161,0.0215053763441,2.91397849462,2.72927561607,15,0.0854925709553
